StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q3,Q48,Q48_1,Q48_2,Q48_3,Q48_4,Q49_1,Q49_2,Q49_3,Q49_4,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_5_TEXT,Q9,Q10,Q11,Q13,Q14,Q51,Q52,Q57,Q55,Q58,Q59,Q15,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q19,Q20,Q21,Q22,Q24,Q46,Q25,Q26,Q27,Q28,Q29
2022-09-23 10:09:18,2022-09-23 10:30:43,IP Address,96.68.34.13,100,1284,True,2022-09-23 10:30:43,R_3lXl2ZvfQv5C193,,,,,42.0107,-87.6657,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",Chafo,2-3 times per week,Less than once a month,Less than once a month,Less than once a month,2-3 times per week,Once every few weeks,Once a month,Less than once a month,2-3 times per week,Once a week,Once a week,Less than once a month,Once every few weeks,Exam studying,There is a good communication and flow between all the people involved in the group and everyone is participating and has a good understanding about the goals we need to achieve to be successful,"There is no constant or good communication between the people inside de group. There is no understanding of what we, as a group, are supposed to do in order to achieve the goals described.",I try to keep everyone involved and try to get the opinion of every member of the team to make everyone feel more comfortable.,Always share what you are thinking with the group in order to get everyone involved and to communicate as much as possible,"Communicate well with others. If you have any opinions, doubts or you feel that something is not working well with the team, let everyone know about it.","How much information he/she is actually providing to the team, his/her insights, contributions.","The quality of the final product itself. If the tasks the group was asked to do or their goals achieved met all the requirements needed, then that is a direct consecuence of how good the collaboration and effort of the group was.",How the group is communicating vs. the final product,To gather inputs and observations about how the group will do at the end of their tasks,How the group communication was while attempting to do their tasks vs. the final product,To see if future groups are going to have the same rights and wrongs,By actually being in a group project and trying to achieve various goals with the team,,195.977,211.51,274.895,2,To gather different keywords about the capture and transcripts and also the gather different metrics that will be helpful in evaluating the group collaboration,Agree,Neutral,,Disagree,Disagree,Disagree,Disagree,No,,Yes
2022-09-23 10:10:09,2022-09-23 10:30:48,IP Address,165.124.85.111,100,1238,True,2022-09-23 10:30:49,R_3e9qYInHSBOBWHG,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",Kirby,Once a week,Once a week,Less than once a month,Less than once a month,At least daily,2-3 times per week,Less than once a month,Less than once a month,2-3 times per week,Once a week,2-3 times per week,Less than once a month,Less than once a month,,"It is where everyone participates and is contributing to the discussion. Also making sure everyone is on the same page and no one is left behind. ","Alpha domination and putting down others who do not understand something. Only wanting to do what they want to do and being controlling. ","I sulk and complain about it to people outside the group but also people in the group who feel the same way as me. ","Open communication is key to good and productive collaboration. Also acknowledging that people in your group might be going through extreme hardships and recognizing that fact. ","Learn to communicate and keep everyone accountable I think is very effective and important. ","I just need to know that everyone is participating and that there is progress being done to meet our benchmarks. ","How much someone is engaged and how many of the members are present and up to date with the progress. ",questions answered (on a problem set) or how much writing they've done (in a report),To assess who's done more work and who needs to step it up a bit,"A mood chart is a chart that allows people to give thoughts on how they thought the session went. ","We would see how our collaboration session was based on people's moods post collab and keep working hard on our next session. ","I want to learn to collaborate by splitting up into smaller subteams within a team so that we can have two people working on a part so there will be less chance of roadblock by a difficult obstacle. ",,0,0,304.739,0,"They allow the capture of transcripts which then show different areas that were discussed. ",Neutral,Agree,,Disagree,Agree,Disagree,Neutral,No,,Yes
2022-09-23 09:32:24,2022-09-23 10:30:49,IP Address,216.80.16.74,100,3505,True,2022-09-23 10:30:50,R_129lXfWiHNhmth8,,,,,41.9215,-87.6446,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",Liam,2-3 times per week,Once a week,Once every few weeks,Once a month,2-3 times per week,Once a week,Once every few weeks,Once a month,Once a week,At least daily,Once a week,Once every few weeks,2-3 times per week,Foreign Language,Strong collaboration is a group where each member understands their role and contributes to the group accordingly.,Bad collaboration occurs when one member of the group spearheads all of the talking and all of the different facets of the group work.,"With poor collaboration experiences, the only way to resolve them is by encouraging other members to speak.","I've been taught to understand, especially in college, that every member of the group comes from a different background and understanding of what collaboration is.","Realize that, while you might think you are the smartest, there is no such thing as a bad idea to workshop off your classmates.","Speaking time, but mainly peer feedback",Feedback from within the group is the primary and main thing that is useful for me to evaluate group level collaboration,Peer reviews weekly or biweekly strongly help,"Depending on what I see from these peer reviews, I would change my collaboration style accordingly",peer reviews,"again, peer reviews allow people to see what the main people working with them truly think about their group work","I would like to be learn how to collaborate with people I am comfortable around with no judgement, as that is where true learning stems from.",,0,0,157.725,0,"Blinc seems like a great tool for in class learning. By pinging the direction of the speaker and tracking that data, one gets a better idea of how much they are speaking.",Agree,Neutral,,Agree,Disagree,Agree,Neutral,No,,Yes
2022-09-23 10:09:46,2022-09-23 10:31:02,IP Address,108.208.102.53,100,1275,True,2022-09-23 10:31:02,R_2tyavwzDhOIjhns,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",Montyfish,2-3 times per week,Once a month,Once a month,Less than once a month,Once every few weeks,Once every few weeks,Less than once a month,Less than once a month,Less than once a month,Once every few weeks,Less than once a month,Less than once a month,Once every few weeks,Presentations,"A good collaboration is when everyone in the group is able to contribute, and people are able to learn from one another and build off of each other's ideas.","Bad collaboration can occur when not everyone contributes or feels like they are able to contribute, not everyone's ideas are considered, or when some people have to do all of the work for others.","In situations when not everyone feels like they are able to contribute, I try to make a point to include them or ask their ideas on the topic. In situations when some people are trying to pass off their work to me or others, I make sure not to go do all the work myself, but instead make sure that they contribute something to what we are collaborating on.","I haven't been explicitly taught about how best to collaborate with others, but learning from experience, I know that collaboration is meant to make everyone's work easier as whole. If that is not the case, it may be better to work independently.","A good piece of advise is to not take over the entire workload when your collaborators aren't pulling their weight. There are ways that you can encourage your teammates to contribute, and you can always reach out to your professors or TA's if it becomes an issue.","The quantity of work that they are contributing, whether their ideas are taken into account based on their quality, and whether they are doing all the work vs part of the work.",What percentage of the activity/project each person contributed to and the dynamic of the group (if some people made themselves the leaders vs if everyone is comfortable contributing equally),If each of the members are actively participating and how much of the work has been completed vs is left to do,"If it is found that some of the members are participating more than others, we can shift so that the other members participate more.",Whether every member of the group is satisfied with the work and how efficient the group was at completing the work.,"In terms of satisfaction, this can be used to gauge whether every member's ideas were taken into account. Efficiency information can be used to improve efficiency the next time around.","Learning by actively collaborating, but with support to know what to do when the collaboration isn't going well.",,0,0,207.661,0,"The purpose of the platform is to enhance collaboration. It has many features to help keep track of how the collaboration is going in real time, including a timeline, a dashboard to show when discussions are happening vs when it is silent, and a dashboard that keeps track of the direction of the conversation.",Agree,Agree,,Agree,Strongly agree,Agree,Strongly agree,No,,No
2022-09-23 00:36:52,2022-09-23 10:31:04,IP Address,165.124.85.19,100,35652,True,2022-09-23 10:31:05,R_ujJDq4chx9pjGhz,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",Shark,2-3 times per week,Once a month,Once a week,Once a week,2-3 times per week,Once a month,Less than once a month,Less than once a month,2-3 times per week,Once a week,Once every few weeks,Less than once a month,Less than once a month,,"A good collaboration would be an efficient, engaging, useful, and respectful partnership between individuals working together to achieve the same goal.","A bad collaboration could look one-sided, not being a safe space for new ideas and being a volatile or disengaging partnership.","Usually by trying to look for other alternatives, such as finding a new partner or collaborative group.","Engage in civil discourse, respect the thoughts and ideas of others, bring people up, not down, and bring the intention of working together to accomplish something together to a collaborative space.","Develop good social skills and habits, learn to be okay with sharing your space with others, don't take criticisms too personally, and find a good group of like-minded people you know who have the same goal as you do.",The number of feedback/comments an individual says in response to others and how much time outside of the group they are spending to prepare for the group.,"Team chemistry, how comfortable people are with each other and with speaking up about their thoughts and opinions.",Objective good/bad/neutral information in response to real-time collaboration.,"Analyze the collaboration taking place and discussing whether it is the most efficient discussion it could be. ",Suggestions on how to make collaboration more impactful and useful. General feedback on how the collaboration went.,,Learning since childhood and Kindergarten. Teaching young children the valuable tools of working together in a respectful and healthy manner.,,0,0,260.167,0,"The data capture platform listens and records multiple recording devices while in discussion and then analyzes the conversation through word choice, tone, and other factors to determine how positive or negative of an experience it was.",Strongly disagree,Disagree,,Disagree,Neutral,Disagree,Disagree,No,,Maybe
2022-09-23 10:10:32,2022-09-23 10:31:10,IP Address,165.124.85.134,100,1237,True,2022-09-23 10:31:10,R_12RUUk4BlWS795c,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",tramai15,2-3 times per week,Once a week,Less than once a month,Less than once a month,2-3 times per week,Once a week,Less than once a month,Less than once a month,Once every few weeks,Once every few weeks,Once a week,Once a month,Less than once a month,n/a,"Good collaboration occurs when there is regular communication between all members of the team, not just 1 or 2 that everyone  relies on. Good collaboration also occurs when everyone has looked at the assignment beforehand and can contribute their own thoughts and approaches to a problem/project.",Bad collaboration occurs when only a few members of the group know what's going on and contributes their ideas. Collaboration works best only once everyone is on the same page and can therefore add their own contribution.,Reach out to team members individually when they don't answer on group chats so they're more likely to respond.,"The bigger the group, the harder it is to coordinate. Having a means of communicating with everyone at the same time (group chat etc.) is so important","When working in a project document everything, and when working on problem sets/assignments, make sure everyone is on the same page and has read the prompt or description beforehand.","The ideas they've contributed and their attendance at group meetings. ","The overall outcome of the group project in terms of fulfilling project criteria. ","The number of times groups meet and what happens during each meeting ",To determine how to move forward and compare this with the actual progress of the team,"The coherence and consistency of the project itself, even though multiple people work on a project it should not look like it was created by different individuals. ",To evaluate how effective the team worked together and produced a consistent project/report/program.,"Learn by doing, I don't think collaboration can be taught. Start by collaborating in small groups and once that's been mastered learn to work with bigger groups slowly over time. ",N/A,0,0,86.636,0,To determine how effective group discussions and collaboration sessions are. This is by keeping track of a number of factors such as how time is being allocated in sessions and what exactly is being said,Neutral,Agree,,Agree,Agree,Agree,Agree,Yes,Polls,No
2022-09-23 10:10:27,2022-09-23 10:31:17,IP Address,76.150.9.166,100,1250,True,2022-09-23 10:31:18,R_214CSLo3XvFtfRC,,,,,42.1124,-87.979,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",cococroco,Once a week,Once a month,Less than once a month,Less than once a month,Once a week,Less than once a month,Less than once a month,Less than once a month,Once every few weeks,Once a week,2-3 times per week,Less than once a month,Less than once a month,,When everyone actually cares about the subject matter and wants to contribute.,People just want to get things done and not actually finish the project well or learn from it.,"I usually just try to make sure that at least it doesn't affect myself negatively (grades, etc)","Assign a ""role"" to each team member (timekeeper, etc) and make sure everyone is happy with their part, but also there should be communication within the team and members shouldn't only care about finishing their own work.",Be ready for different scenarios and don't be scared to speak up if you have concerns or suggestions.,"What parts of the project did they cover; did they have other miscellaneous contributions such as coordinating meetings, etc.",Quality of work completed.,,,,,Maybe have very clear expectations for how a team should function or hear about successful teams sharing their approaches.,,0,0,167.429,0,The purpose is to better track and understand online collaboration. It picks up audio and analyzes the key words to categorize them.,Agree,Neutral,,Neutral,Agree,Agree,Neutral,Yes,Maybe if we could also see a part of results (visualized) from what these devices captured.,Maybe
2022-09-23 10:08:55,2022-09-23 10:31:19,IP Address,24.12.189.123,100,1343,True,2022-09-23 10:31:20,R_1P1Aj7WjvsNRbos,,,,,42.077,-87.7209,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",train station,2-3 times per week,2-3 times per week,Once every few weeks,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,2-3 times per week,Once a week,Once a week,Less than once a month,Less than once a month,,Good collaboration involves active participation from everyone involved with ideally the effort and work being split up equally.,"On the other hand, bad collaboration involves uneven workload splits and participation within the group.",Accept the situation as it is and try to move on by trying to find a better team.,"Do not be afraid to show initiative, and the key to fostering a good collaborative environment is to have excellent and clear communication.",Try and foster an active and positive environment since everyone should ideally be working like clockwork when collaborating in college.,Tracking their work and participation,"Seeing how well, clear and timely our communication is.",Everyone's participation,improve the group's collaboration,everyone's amount of work done,improve the group's collaboration,I would want to dive right in with a group of other enthusiastic people where we all try our best to figure out and learn how to collaborate.,,25.139,25.139,78.98,1,"The purpose of the data capture platform described in the video is to provide data about how a group collaboration went. In particular, the platform produces easily digestible graphs and charts to see the kinds of topics and discussions a group is having during their collaboration.",Agree,Strongly agree,,Agree,Strongly agree,Neutral,Strongly agree,Yes,A device that would answer questions on the fly or one that was connected to the professor for clear communication.,No
2022-09-23 09:54:24,2022-09-23 10:31:28,IP Address,24.1.123.26,100,2224,True,2022-09-23 10:31:28,R_3NKWDMIN2wVBXjw,,,,,41.8972,-87.6196,anonymous,EN,I am an undergraduate student,Fifth Year,"Yes, I am a Northwestern student",Holly,2-3 times per week,Once a month,Less than once a month,Less than once a month,Once a week,Less than once a month,Less than once a month,Less than once a month,Once a week,Once a week,Once a week,Less than once a month,Less than once a month,,"A group working in tandem, clearly communicating working toward a common goal.","No communication or people not attending meetings at all. Notably, a few people put their heads down and work without knowing what their groupmates are doing. Then the less enthusiastic members are left to do nothing. ",You need someone to be a leader in helping keep people on task and draw in people who are not as self-motivating as others.,"They are integral in creating something that is homogenous and successful. Also that it is not one person's effort, but the equal effort of the entire team that makes collaboration possible.","Find people that you like and can trust, and approach each task with curiosity. Nothing is ever as straightforward as it seems and your groupmates are there to help in places where you are weaker. ",A list of what a person's contribution was to the team along with the peer review system that is commonly found at Northwestern.,I would prefer there be a team leader that can be the liaison to me and I can ask them how the group is working as a whole.,"Sitting together, talking regularly, and meetings starting with a dialogue of the goals and plan rather than immediately starting work.","I would use it to see how well information is flowing between members and how organized it is. ","The post analysis of the group on their performance. ","To see where the members are coming from and find areas that need further attention. ",Through practice and a general interest in learning to be a better team. That way it is not only encouraged to participate but also to grow as someone who is a productive member of an effective group.,,0,0,159.845,0,A platform that monitors the conversation of the group throughout meetings to allow for closer monitoring of a groups interactions,Agree,Neutral,,Neutral,Neutral,Disagree,Neutral,No,,Maybe
2022-09-23 10:11:04,2022-09-23 10:31:42,IP Address,73.8.133.166,100,1237,True,2022-09-23 10:31:42,R_yl6GOk575CyXl3H,,,,,42.0311,-87.6858,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",Layz,Once a week,Once every few weeks,Less than once a month,Less than once a month,2-3 times per week,2-3 times per week,Once a month,Less than once a month,2-3 times per week,Once a week,Less than once a month,Less than once a month,Less than once a month,,"A good conversation with free flowing ideas and exchanges that are productive. Doesn’t have to be too technical or too off topic, just the right mix of both.","'- Arguments that turn personal somehow and ruin the group dynamic. 
- Indifference to the conversation.",Generally introspect with others on what we could have done right but apart from this leaving the collab seems the better option.,"Active participation, get people in who have diverse perspectives but are also knowledgeable about what the group is meant to be for.","Definitely not shying out and talking to everyone. Get your feet wet, try out different groups and watch how it turns out.",,,,,,,Have someone come to me and ask to be a part of a group that has very like minded people and activities that I'd love to partake in.,,0,0,249.922,0,Purpose to me seems to get more data around the way the discussion has been going on in the class. This should help with collaboration somehow.,Disagree,Strongly agree,,Strongly agree,Strongly agree,Disagree,Strongly agree,No,,Maybe
2022-09-23 10:11:31,2022-09-23 10:31:52,IP Address,76.150.9.127,100,1221,True,2022-09-23 10:31:53,R_3MnwNPKceXljwDi,,,,,42.1124,-87.979,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",emjay1211,Once every few weeks,Less than once a month,Less than once a month,Less than once a month,Once a week,Once a month,Less than once a month,Less than once a month,Once every few weeks,Once a week,Once a week,Less than once a month,Less than once a month,,"A good collaboration is when work is distributed evenly amongst group members. The work doesn't necessarily have to quantifiably be the same, but the quality of work should be even amongst the entire group.","Some characteristics of bad collaboration includes poor communication and time management. If a group is unable to communicate their expectations for one another, tension can form.","I try to reach out to my team members to address any issues that I may have with how things are operating, and I try to have an open conversation with them about it. ",The main thing I've been taught about collaboration and collaborating is that you have to do your part when it comes to collaborative work. You can't allow yourself to be carried by your teammates.,"I would tell them to immediately establish a line of communication with their team members and outline their plan and expectation for collaborative projects. ","Anonymous surveys done by everyone in the group to evaluate each person's contributions. ",I think a record of qualitative observations during group meetings would be helpful in these type of situations.,"I would like to see information on engagement on the qualitative and quantitative level. ",I would use it to analyze the level of contribution of each team member. I would then use this information to propose adjustments to the group's work style.,"I would like to see each individual members thoughts on how they contributed to the group as well as how they felt others contributed. ","I would use this data to see what I could improve on my self, and see what worked and what did not. I would take these lessons and bring them to future collaborative projects. ","I believe the best way to learn is to get real world experience. In this case, I would like to work in a group and learn along the way. ","I think collaboration is a key skill to have and I'm excited to learn how to get better at it. ",0,0,69.194,0,It's a system whose purpose is improve collaborations. It uses recordings of discussions to analyze what can be improved.,Agree,Agree,n/a,Neutral,Agree,Agree,Neutral,No,,Maybe
2022-09-23 10:11:11,2022-09-23 10:31:52,IP Address,165.124.85.43,100,1241,True,2022-09-23 10:31:53,R_2cpHdLxuWkIVeuC,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",j,Once every few weeks,Once every few weeks,Once a month,Less than once a month,2-3 times per week,2-3 times per week,Once every few weeks,Less than once a month,2-3 times per week,2-3 times per week,2-3 times per week,Once a month,Less than once a month,,"Good collaboration involves everybody in the group, each with their own unique tasks. From good collaboration, everyone learns some new skills or comes out of it with better understanding.","Bad collaboration often involves one person doing all the work, and everyone taking the answer as given without thoroughly understanding how the solution works.",Conversations are most often the best solution to poor collaboration experiences; knowing how to explain a certain solution with concepts gone over in class also helps remedy poor collaboration.,Good collaboration brings up everybody involved when done correctly; there is often a thin line between collaboration and cheating.,"Consult with the professor to get their definition of what collaboration is in order to adhere to the expectations of the instructor, so that one doesn't accidentally break any of the class rules.",A method that I often use is to look at what role the participant played in the final solution of the collaborative group.,"Ideally, every member of the group would have an equal part in contributing to the final design of a group.","The progress of what they are working on, as well as what exactly they are working on, would be useful information in real time.","We can use the progress checks to figure out of the member needs help, is perfectly fine, or is on track to finish early so that the group can allocate tasks accordingly.",The overall role that each member played in the final product of the group would be useful after the collaboration is finished.,We can use the higher-level view of the collaboration to calibrate each role in future projects involving a group.,"In an ideal world, real-life collaboration would be the way I would learn to collaborate.",None,0,0,153.852,0,"The data capture platform can be used to analyze group meetings. It analyzes the periods of silence and discussion to see how efficient meetings are, and analyzes emotions to tell groups whether their discussions are positive or negative.",Agree,Neutral,None,Neutral,Agree,Neutral,Neutral,No,,Maybe
2022-09-21 18:56:07,2022-09-23 10:31:57,IP Address,165.124.85.107,100,142550,True,2022-09-23 10:31:58,R_2720PGYi15ea7Xt,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",iuopia64,At least daily,2-3 times per week,Once a week,Once every few weeks,At least daily,Once a week,Once a month,Less than once a month,Once a week,2-3 times per week,2-3 times per week,Less than once a month,Once every few weeks,Studying,Good collaboration allows for different people to share their different ideas and perspectives while being heard and understood. There are more than just one person's ideas being taken into account when creating a solution.,Bad collaboration is focused on the ideas of maybe just one person with limited discussion and limited understanding from other group members.,"I can be the one to make space within a discussion for the voices of other group members, and I can take time to check in with the entire group to make sure they understand the ideas of other members.",Collaboration allows for group members to learn from each other while being able to understand the perspective of a different group member.,"I would tell high school students to take time individually to familiarize themselves with a topic or problem, and enter a collaboration ready to address questions or strong opinions that they can share while working together with others.","How active they were in the discussion, how critically they considered the opinions of others, how much the final product was influenced by their discussion, how prepared they were entering the collaboration.","How many varied opinions were considered in creating a final product, how much time was spent discussing as a group, how prepared group members entered the collaboration as","Analysis of opinions, preparation time before the actual discussion/collaboration","Knowing how much time they spent digesting the information helps me understand who's critically analyzed topics or problems that need to be addressed, and helps me know who's ready to develop not only their own ideas, but the ideas of others as well.","Who was able to contribute to what parts of the collaboration final product, whether it be in actually completing it, or in helping the group arrive at the conclusion that it did.",This would help me understand how effective the collaboration was in bringing the ideas of others together.,I would want to learn how to collaborate by being taken step-by-step in how to prepare for collaboration like this so I can approach future collaborations in the same way.,,0,0,61.64,0,"The data capture platform described in the video would help people better understand how discussions that they are part of work on a deeper level. From key words to general trends within the discussion, it is a data-collection app to help better understand how to improve collaborations.",Agree,Agree,,Disagree,Agree,Disagree,Disagree,No,,Maybe
2022-09-22 16:25:41,2022-09-23 10:32:02,IP Address,73.208.153.191,100,65180,True,2022-09-23 10:32:03,R_3PFG1CbhJ1rEq8X,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",smv,Once a week,Once every few weeks,Once every few weeks,Once every few weeks,2-3 times per week,2-3 times per week,2-3 times per week,2-3 times per week,Once every few weeks,2-3 times per week,Once a month,Once a month,At least daily,,"equal collaboration between people and the team members in my opinion, I really like when my team feels equally invested in my work","nonequal work, poor communication, and poor collaboration of everything, nonequal work, poor communication, and poor collaboration of everything","communicate with the team and everyone involved to explain frustrations, communicate with the team and everyone involved to explain frustrations  ",I have been taught that collaboration and collaboration are beneficial to both an individual and a team. There are only good things to come from it even if it often takes more work.,"Collaborate across a variety of mediums, don't restrict yourself to just a couple of people. Make sure to consult professors, and teaching assistants, in addition to your peers. ","I think it would be useful to understand how and why an individual is thinking the way they are. In other words, I believe understanding one's background is vital to this. ","I think that the kind of information that would be useful to evaluate collaboration quality include discussion and opinion. ","I think that collaboration quality information that would be nice or ideal to see in real time include survey results or possibly some way to track satisfaction. ","This real time information, in my opinion and thought, would be used to improve the level or capacity of collaboration. ","After the collaboration, I would like to see collaboration-quality information that quantifies the collaboration quality from the start to the end of the project. ","I am not yet sure how I would use this post-hoc information. I could possibly use it to cultivate a new project. ","In my ideal world, I would learn through experience. I would like to avoid classes in order to improve my skill level in this area. ",,0,0,180.325,0,"The data capture platform focused around collaboration. It measure chemistry students and their levels of collaboration. ",Agree,Agree,,Neutral,Neutral,Disagree,Agree,No,,No
2022-09-23 10:10:27,2022-09-23 10:32:33,IP Address,98.222.200.242,100,1325,True,2022-09-23 10:32:33,R_2D0kKMerRf9PqRh,,,,,42.077,-87.7209,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",Perp,Once a week,Once every few weeks,Once a month,Less than once a month,2-3 times per week,Once every few weeks,Less than once a month,Less than once a month,Once a week,Once a week,Once every few weeks,Less than once a month,Less than once a month,,"A good collaboration would require discussion (input and output) from all members of the group. It would also require members to be open-minded. ","A bad collaboration could consist of one-sided conversations or no discussions. Likewise, judgment towards other opinions would be bad.",I try to be inclusive and ask for the opinions of those who have not yet said anything. I also do my best not to be judgemental and to be open-minded.,"I've been taught that collaboration is an effort by the group, and cannot be done by a small or singular entity. I've also been taught to respect others and their opinions.",The best way to collaborate most effectively is to be open-minded and accepting.,Useful information may include how often and for how long an individual speaks.,Useful information for determining quality of collaboration is how evenly spread out conversation is between members and for how long.,I'd like to see how long a person has given input or helped collaborate in relation to the other members.,This would help guide who to involve more in terms of discussion and actions,Maybe a rating of how welcomed and heard someone felt after the collaboration.,This could be used as reference to guide others about how to act during the collaboration.,I would want to learn how to equally weigh my own opinions and ideas to others.,,90.475,151.634,151.979,3,The purpose of the data capture platform is to take conversation and analyzing the quality. This could be useful in making sure discussions have higher quality,Agree,Agree,,Neutral,Agree,Neutral,Agree,No,,No
2022-09-21 11:36:25,2022-09-23 10:32:48,IP Address,165.124.85.15,100,168982,True,2022-09-23 10:32:48,R_3EbcGNoHsu2zHYi,,,,,42.055,-87.6951,anonymous,EN,I am a Masters student,Fifth Year,"Yes, I am a Northwestern student",alias5,At least daily,2-3 times per week,Less than once a month,Less than once a month,2-3 times per week,Once a week,Less than once a month,Less than once a month,At least daily,At least daily,Once a week,Less than once a month,Less than once a month,,Good collaboration is when everyone adds to the conversation and their ideas are heard out and entertained.,"Bad collaboration is when one person commandeers control of the conversation and the first idea thrown out is the one that the group goes with, without any second thought.",By asking around to make sure everyone's ideas were heard and checking in we people who seem like they are not 100% on board with the direction the group is headed.,It's a group effort and everyone has to do their part to make it work and even one slacker can really hold back a group.,"Make sure you listen and don't be afraid to speak up, after all that's what you're there to do.",Written plans for delegated work and which work was completed (git commit history and a written work plan).,Overall closeness to goal as well as any significant hurdles overcome while working.,I would not like a system that gave real-time collaboration-quality information.,If this information was given real-time it would affect the workflow of the collaboration and cold potentially paint someone in a negative light.,"Time each collaborator spent working, regardless of role assigned just to better understand how difficult the parts I didn't do were to achieve.",I would use to make better informed decisions in my next collaborative effort.,I would want to learn how to collaborate by being given a toolset to use for collaboration and then being given a chance to use the tools given.,I do not have any other comments on collaboration or the collaboration proccess.,24.191,24.191,88.474,1,The data capture platform was used to record and give metric on collaboration. The data capture platform would do this with a given array of 6 microphones and keywords. When the data capture platform was given these inputs and devices it would then provide a collaboration metric of which areas of the room had said more and what they discussed.,Neutral,Agree,,Neutral,Strongly agree,Neutral,Agree,Yes,testing the software in person with the discussion as a group to better understand it's use cases and implications.,Maybe
2022-09-21 14:29:37,2022-09-23 10:32:55,IP Address,76.150.189.45,100,158597,True,2022-09-23 10:32:56,R_26aHLgW9A8ZIZBr,,,,,42.077,-87.7209,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",jony,2-3 times per week,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,,"Clear division of work. Everyone performs his or her own duties. Have a good leader to assign work, rather than assign tasks according to their own conditions",Few people responded. Some people get something for nothing. Or not every team member contributes to the team. The team didn't communicate on time。,"Complete my part. Do my best to complete my part. If I still have energy, i can be a leader.",The most important thing I learned is communication. Information difference is very important. Each member is a different individual. Different ideas can help the team well.,"Communication is essential. Without communication, there will be information difference, which is the main reason for the defects of the project. No matter the details of the team project, the time of the project can be anything. Communication is needed whenever there is uncertainty. Don't think you have the ability to do everything well, but trust others.",,,,,,,"How to allocate time and tasks. Teamwork is the combination of individual capabilities, so how to integrate is the most important. How to complete collaborative tasks in limited time?",,0,0,72.047,0,"Recording voice analysis birth voice data, including intonation, emotion, etc.",Neutral,Neutral,,Neutral,Neutral,Neutral,Agree,No,,Maybe
2022-09-23 10:11:24,2022-09-23 10:33:03,IP Address,204.14.37.34,100,1299,True,2022-09-23 10:33:03,R_3IVH0f5wvQh9WXu,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",anile,Once a week,Once every few weeks,Once a month,Less than once a month,2-3 times per week,Once every few weeks,Once a month,Less than once a month,2-3 times per week,Once every few weeks,2-3 times per week,Once every few weeks,Less than once a month,,Putting in equal weight throughout the project. Knowing your strengths and weaknesses and using them appropriately to benefit the team and project.,Not willing to compromise or play to your strengths. Not putting in any effort and relying completely on others.,"Have conversations with them, understand what they are feeling and try to resolve it together.","I've been taught that collaboration is very different in different scenarios. Sometimes, everyone has to do the same task together, and other times, everyone has to do something different. Different contexts and subjects also produce different collaboration methods.","Try your best to contribute as much as you can. Do most of the work where your strengths lie, but still try to improve what you are weak in.",How much effort have they spent in a particular project (time and efficiency as well),"How much time someone spent on a project, how many ideas/solutions they came up with.",Ask teammates to rate others on how much they are contributing so far and how effective of a teammate they are.,I'd use this to determine how well teammates are collaborating together right now and what changes they can make to increase effectiveness.,Ask teammates to rate others on how much they contributed and how effective of a teammate they were.,I'd use this to determine how well teammates collaborated throughout the whole process.,"By collaborating and improving (I learn best by doing). I would try collaborating in a project and if something goes wrong, I'll improve it.",N/A,0,0,103.17,0,The data capture platform in the video has a purpose of analyzing collaboration in a particular project.,Neutral,Disagree,,Agree,Strongly agree,Agree,Strongly agree,No,,No
