StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q6,Q6_5_TEXT,Q7,Q7_5_TEXT,Q9,Q10,Q11,Q13,Q14,Q15,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q19,Q20,Q21,Q22,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32
5/5/2020 15:45,5/5/2020 16:30,0,98.220.237.122,100,2680,1,5/5/2020 16:30,R_3k6YVkqaueTPLOh,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,4,4,,4,,All participants have the opportunity and are invited to participate.  The time for collaboration is efficient and completes its goals,"One participant dominates conversation, the use of time is inefficient and collaborators are easily side-tracked, the purpose of the collaboration is unmet","Feedback is key!  If one person dominated conversation, develop tactics for others to contribute more or address the situation with that person.  If collaboration is inefficient or ineffective, set clear goals to ensure they're met",Address what others have said and develop off of their ideas.  Ask questions of teammates to solicit directed input.  Create agendas and develop feedback tools,Start early and get to know those that you'll be collaborating with.  Don't be afraid to speak up and voice your ideas because they're essential to a positive collaboration,"I think that learning to collaborate is best by practicing it and getting feedback about it-- from peers I think is best.  Oftentimes outside perspectives on group collaborations do not reflect the opinions of the collaboration members.  Starting with tenets about not speaking over one another, valuing everyone's input through body and vocal language, and using one another's ideas to develop one better idea than choosing the best individual idea would all be great starting points.",Another point of collaboration is that it looks different with every group you're in and allowing flexibility of a platform to meet the needs of the group would be a good idea. ,57.043,385.831,515.743,2,"The data captured on the platform allows analysis of collaboration in many different ways.  Transcriptions, charting of key words, and visual representation of the types of speaking throughout a discussion create a feedback tool.",5,4,"Especially in classroom settings, being graded on your data in this way is potentially a poor idea especially in terms of time per person speaking versus being able to capture the quality of their input",4,4,4,2,,2,I feel that I would be less inclined to speak or draw attention to myself in a class if there were audio or visual recording of it,1
5/5/2020 15:50,5/5/2020 16:30,0,72.194.113.196,100,2418,1,5/5/2020 16:30,R_43feTIQsBH0nL6p,,,,,33.62680054,-117.8717957,anonymous,EN,1,1,3,2,,3,,Good collaboration is an increase in quality and efficiency of work and learning by working with others. This involves the pooling together of ideas and perspectives with a group of people. ,"Bad collaboration involves uneven contribution by members, a negative environment in which work, learning, and camaraderie are inhibited. ","To deal with poor collaboration experiences, I usually switch up which people I am collaborating with if possible. If not, I will confront the responsible people in the group or else just deal with it.",I have been taught that collaborating is generally a good and necessary thing-- but sometimes it is forbidden in certain classes (e.g. CS),"I would suggest that they be very intentional with study groups-- they help infinitely, especially in engineering work. ","I would want to learn how to collaborate with a variety of methods-- big groups, small groups, loose environments with not much direction, more strict guidelines.","I find collaboration incredibly necessary, especially in engineering. It also is important to learn for use in the real world-- many jobs are all about working together, and not being afraid to  reach out and talk with others.",675.003,675.003,814.249,1,"With the data capture platform, you are able to select a certain segment of audio or discussion. This can be done easily, and discussion data can be gained.",3,3,,3,3,4,2,,2,,1
5/5/2020 16:30,5/5/2020 16:41,0,174.102.150.209,100,687,1,5/5/2020 16:41,R_3iLjHzYkgMFDPuG,,,,,43.04769897,-88.0039978,anonymous,EN,1,1,2,3,,4,,"about equal contribution from all members of the group, active participation and respect for all answers/ideas/explanations",demeaning one person's contributions or mistrusting someone without real reason,"usually just by directly addressing the issues, if it's a specific person I would remove them from the group if possible/necessary","best collaborations occur in a  safe/comfortable space, not necessarily due to the prowess of the members","find a friend early in the classes you feel you would benefit from a study group, odds are that person will have another friend that they also want to work with. As time goes on you'll have a little network of people","by practice, not necessarily with people I already know either, because sometimes new perspectives are helpful",nope,0.667,155.563,156.793,6,"an app analyzing conversation between a group a collaborators. Measured tone, loudness, and specific words feautred in the conversation recorded",4,2,,3,2,4,2,,2,,1
5/5/2020 16:15,5/5/2020 16:42,0,76.120.36.195,100,1608,1,5/5/2020 16:42,R_3OoJqfqtg2UVlSp,,,,,39.99699402,-105.0973969,anonymous,EN,1,1,2,2,,3,,"Everyone feels heard and has something to contribute, where some people have knowledge gaps others can fill them and vice versa.","One person not doing any work and expecting everyone else to do it for them, people being mean, talking over each other","I would choose not to work with that student in the future if possible, and I would try and make sure that my collaboration group is a two way street",I learned that we should not discredit others ideas and that everyone should have an opportunity to learn and grow from the experience,Use your friends wisely and make friends in your major! Creating groups (even group chats!) to help figure out homework questions or having someone to facetime before an important exam to explain that one concept to you is PRICELESS,"I would want to be taught how to contribute my own pieces without taking over the conversation, and how to make sure that others are contributing and not just mooching off of the hard workers",,1.746,103.334,104.353,5,The data capture platform in the video would be helpful for helping teams share airtime and especially go back and see what was said,4,2,,4,4,4,1,"This feels better for zoom calls and online meetings, but in person I feel would be very disconcerting",2,,1
5/5/2020 16:31,5/5/2020 16:45,0,69.150.97.203,100,822,1,5/5/2020 16:45,R_3CGTt5r2efOOrRM,,,,,35.84509277,-86.49009705,anonymous,EN,1,1,2,4,,4,,I would describe a good collaboration as a diverse group of people coming together to discuss different ideas in a constructive way. ,"Some characteristics of bad collaboration include minimal communication, unengaged participants, lack of direction for conversation, destructive criticism. ",I deal with poor collaboration by offering new suggestions to other team members and by establishing a team charter which outlines group participation. ,I have been taught that collaboration/collaborating is a group effort and requires active engagement with all members. It is essential that participants offer constructive criticism and unique perspectives to achieve a common goal. ,I would advise them to be open and honest with group members. I would try to convince them to help generate a positive team experience. ,"I would want to learn how to collaborate by being apart of many different groups so that I could gain the most experience with as many teams as possible. This way, I would learn more about collaboration. ",,3.6,8.391,157.252,3,The purpose of this data capture platform is to dissect group discussion by analyzing a conversation. This conversation can be broken down into key words or phrases that have been selected or preselected. The platform utilizes a variety of mics to maximize transcript accuracy and data applications.   ,5,2,,2,2,2,2,,2,,1
5/5/2020 15:50,5/5/2020 16:45,0,73.4.15.130,100,3289,1,5/5/2020 16:45,R_CjHmkmIqNnrN1Zv,,,,,41.79379272,-72.85810089,anonymous,EN,1,1,1,2,,3,,All members are actively engaged and contributing to the discussion with minimal distractions. ,"In a bad collaboration, not everyone is paying attention or putting in the same amount of effort. ",I find the right group of people to collaborate with or I leave early if the collaborating isn't going well. ,Everyone should work together and make sure everyone is following along and staying on track. ,I would say people should find others in their classes that they don't normally talk to socially to get a broader range of people to collaborate with. ,I would learn through experience and classes based on team work or classes that require team work. ,,0,0,130.55,0,The purpose of that video was to introduce a technology that can be used to understand what is said in a typical collaboration session. It involves recording the people talking and gathering data from it. ,5,4,,5,2,4,1,alert students when they're getting off topic during class,1,,1
5/5/2020 16:34,5/5/2020 16:51,0,67.188.194.205,100,1003,1,5/5/2020 16:51,R_by1Rcojz10u4kUh,,,,,37.55490112,-122.2707977,anonymous,EN,1,1,1,3,,4,,"A good collaboration happens when all members of the team feel that they are doing a fair share of work, communicate effectively, and meet deadlines.",Some aspects of a bad collaboration often involve a lack of communication and one or more members slacking off or taking full control of the project.,"I would let them know how important their work is and constantly check-in with their progress via email, text, or in-person communication.","I feel like the most important part of collaboration is being able to communicate ideas well. In DTC, I also thought that scheduling regular weekly meetings with my team was also effective in driving our project forward.","I would advise them to set a regular meeting time to collaborate, be clear and precise in communicating your ideas, and to take the initiative in making sure things get done.",I would probably take a college course that is centered around collaboration and learn via my experiences.,,0,0,160.093,0,"The data capture platform records group discussions and analyzes them. Using keywords, it can determine where the discussion is going. It can takemeasurements such as emotional tone, clout, and confusion.",4,4,"As someone who often thinks more than speaks, I wonder how this might affect the data collected by this tool.",2,2,2,1,"Answering questions, showing visuals, student-driven Q&A",1,,1
5/5/2020 16:42,5/5/2020 16:52,0,74.96.150.162,100,634,1,5/5/2020 16:52,R_1yI4guTdIrjMXMl,,,,,38.98930359,-77.15859985,anonymous,EN,1,1,4,3,,3,,"Eye-to-eye contact, name acknowledgment, and focus on a common goal will produce good collaboration.","Distractions on phones, or any other lack of focus, produces bad collaboration. Lack of respect for teammates also characterizes bad collaboration. ","I talk to the people on my team to see how we can work together more productively, and if we can't reach a common solution, then we just have to get through it.",Being on time and being open to receive other ideas are two ways to show respect.,"Meet in a common area, such as a dorm or library. Be on time for the meeting, and put phones away.","Retreats are a fun way to break the mold and build teamwork, especially for student groups with a common goal.",NA,0,0,89.924,0,"The platform does not prescribe any advice, but simply provides data. Themed headings can help center the team and organize thoughts.",4,4,NA,2,2,4,2,NA,2,NA,1
5/5/2020 16:47,5/5/2020 16:57,0,107.222.233.116,100,597,1,5/5/2020 16:57,R_RsrFcKPlbO6lhHb,,,,,42.16430664,-88.31240082,anonymous,EN,1,1,2,3,,3,,Good collaboration includes the group having open communication where every member is contributing and working to help the collective group better understand the material or accomplish the task at hand.,Groups that don't work together well. Where there are always disagreements and no resolutions. When people butt heads too consistently and then don't work to try and reach a compromise.,I try to make the best of it. I try to work with everyone and encourage them to participate and listen to what the other members of the group have to say.,Everyone must he open to compromise and people should try to have open communication about their thoughts and feelings in order to be as productive and efficient as possible.,Get to know the people you're working with. You don't want to have to work with people you dislike or don't talk to. Group collaboration is a great way to meet new people and learn about each other.,A lot of practice. Working through tasks with people you don't know is the best way to experience and learn how to collaborate with others.,I don't have any further comments.,2.184,106.892,111.94,16,Its a tool to help instructors see how groups are collaborating. Also how they are speaking to one another.,4,3,,4,4,5,1,Being able to have it on for only certain tasks.,2,,1
5/5/2020 16:48,5/5/2020 17:02,0,24.27.97.200,100,841,1,5/5/2020 17:02,R_xgfi802T5zefCFz,,,,,33.07569885,-96.78269958,anonymous,EN,1,1,1,2,,2,,"Good collaboration requires all members to align their goals and vision together. Furthermore, it generally is helpful to delegate specific tasks to individuals; that way, everyone has a responsibility for which they are accountable.","Bad collaboration is the misalignment of goals and clashing of expectations. It is unclear what each member is expected to produce, and overlapping work may lead to wasting time.","I tend to ignore them until the problem becomes too large to ignore. Before that occurs, I may have smaller moments where I try to nudge teammates in the right direction.","Collaboration is necessary, not only in the classroom but also the world beyond it. Additionally, collaboration allows you to build upon your soft skills and learn more about your styles of working.","Take courses with people you know -- that way, you do not have to struggle alone. In fact, collaboration and reviewing with friends leads to high scores and accountability of the topics covered by class; otherwise, it may be easy to fall behind.","It is important to learn by doing. Thus, learning to collaborate on small tasks may serve as stepping stones for people to learn how to collaborate on larger tasks. These tasks are meant to emulate the ""real world,"" hence a course like Design Thinking and Communication is good in theory.","Collaboration teaches you about the members of your team as much as it teaches you about yourself. By working with others, you may learn about other styles of leadership and problem-solving. In short, you gain perspective on a wide range of topics by working with others.",0,0,89.833,0,"The purpose is to capture discussions in real time and record them. The device then categorizes words that are said more frequently to identify the tone of the discussion: emotional, etc.",4,4,,3,3,3,1,Visualization,2,,1
5/5/2020 16:53,5/5/2020 17:10,0,35.141.147.240,100,1027,1,5/5/2020 17:10,R_1GOc4hlJqvFBdZN,,,,,28.14509583,-82.51319885,anonymous,EN,1,1,1,2,,3,,"A good collaboration would include all participants putting in effort, both into communication and the work itself. It also includes awareness of how much ""space"" oneself is taking up in the collaboration. ","Poor collaboration is the inability to take up an equitable amount of space in the collaboration, whether it be not participating at all or silencing others. ","I deal with poor collaboration through open discussion, telling the individual(s) about an issue in case it is something they were not aware they were doing. ","One of my big take-aways is that you cannot control the thoughts and actions of others. Sometimes collaboration will not be as successful as you hoped, and that should not stop you from being the best partner you can be despite your environment. ","One thing I had to learn was how to take the space I deserved in conversation. As a young woman in STEM, I went into college not knowing how to assert myself over others (peers, professors) with implicit biases. Know your worth, know you are capable, show them. ",The best way to learn how to collaborate is through the completion of multiple experiences with a variety of different partners.,I think that bias training is important. It is difficult to collaborate with people who inherently do not trust your judgement. ,0,0,148.689,0,"It is difficult for professors/moderators to observe multiple groups for the duration of discussions, so a printout of the objective outcome of the discussion is helpful for targeting groups that may need intervention. It also forces participants to be more aware of their group participation, enforcing good collaborative practices. ",4,4,Does the program incorporate socio-cultural differences is language when assessing the tones?,3,2,4,1,"Incorporated into the collaboration, ability to be used as computers to log coursework",2,I think it would be important to be very transparent about exactly what and how the device captures information.,1
5/5/2020 16:58,5/5/2020 17:14,0,24.1.122.84,100,1000,1,5/5/2020 17:14,R_b27XBtJMlsw91Rv,,,,,42.07539368,-87.82219696,anonymous,EN,1,1,2,2,,3,,I would describe a good collaboration as one where everyone's voice is heard. Everyone has the opportunity to provide their thoughts and together the group can reach a collective answer.,Bad collaboration is whenever disrespectful words are used to belittle someone or to discourage someone from sharing their thoughts. Less extreme is when someone is so controlling of the discussion that some people are unable to get a word in and they get dismissed as the group moves on.,I try really hard to prevent poor collaboration experiences from happening by asking someone (if they have been quiet) about their thoughts on the problem at hand. Sometimes when you explicitly ask someone it gives them a clear opportunity to chime in and then if someone else tries to interrupt or dismiss them it is way more obvious to the rest of the group so that might prevent anything like that from happening.,I have been taught to explicitly say when I agree with someone or like their thinking. It always makes me feel better when someone recognizes my thoughts so I try to do that for other people too. ,"I would say that communication is extremely important and scheduling meetings happens A LOT in college, so I would recommend that people learn to be comfortable making decisions about where/when to meet and respond to their groups. I hate when I am trying to schedule something and no on in the group responds, so I am left feeling rejected even if that was not their intention, I would advise a high schooler to be aware of who typically controls a meeting and for them to intentionally notice who is not as vocal, so that they can make an effort to include some new voices and make sure the conversation is not over powered by any one person. ","I like team building exercises, but they are only helpful/fun when everyone commits. I hated that mindset in high school that people were supposed to be ""too cool"" to ""try"" because I was always a try-hard and it made me very unlikable lol. I really enjoy groups where everyone feels comfortable letiting go of that mindset and just working on the task at hand to achieve a collective goal.",,12.245,12.245,84.651,1,"It would be in the middle of a group and records the discussion they have. Then the professor (or whoever) would have access to the audio, but more importantly, how the audio is broken down and arranged by the data capture platform. You can visually see who is speaking a lot, what the common tones of the conversation are, which key-words (that you had pre-selected) are used and how they are used, and how the discussion is divided into questions or discussion or silence.",5,4,,1,4,2,2,,1,,1
5/5/2020 17:09,5/5/2020 17:23,0,98.226.241.45,100,848,1,5/5/2020 17:23,R_2YLiOoCbL36Za3L,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,4,3,,3,,A good collaboration involves all parties contributing equally to complete a task to a degree that satisfies all parties involved.,"A bad collaboration involves lopsided contributions from parties involved, and often results in completing the task to a dissatisfactory degree.",I communicate openly and clearly about what could be done better regarding allotment of tasks and upholding responsibilities.,Collaboration is necessary for success because individual collaborators' weaknesses may be cancelled out by other collaborators' strengths.,"Be vocal about wanting to collaborate, and where you need help. Also, it's valuable to help others through collaboration because the person you help may help you back further down the line.",I would want to learn how to collaborate through a myriad of engaging group projects.,N/a,27.395,27.395,87.027,1,"The data capture platform is used to provide textual and sentimental analysis of discussions. Audio recordings of individuals' voices is transcribed using voice-to-text software, then analyzed for a polarity rating of different factors.",4,4,I'm worried about bias influencing the algorithms that determine sentiment; what standards/original data sets are these sentiments originally determined from?,2,3,3,1,"Visual feedback analogous to direction indication on Amazon echo, perhaps a small LCD screen",1,,1
5/5/2020 17:43,5/5/2020 17:55,0,73.82.233.193,100,730,1,5/5/2020 17:55,R_Z3lcDpVHSiOHmeJ,,,,,33.88949585,-84.292099,anonymous,EN,1,1,2,2,,2,,"Everyone is invested and engaged, and everyone knows what the end goal is. Everyone listens and is respectful and contributes ideas as they come up.",Some people not paying attention or not caring or being disrespectful of other people or their ideas.,I try to get to know the people better to see if that will help. Or I end up doing the work myself.,"Participation, engagement, and listening are key. You have to be brave enough to say your ideas.","Don't assume your idea is the best or the worst. Discuss it with the others and hear other ideas. Be open to criticism, and don't take criticism personally.",Ideally I would learn to collaborate on things that all participants are invested in.,,0,0,153.647,0,It helps teachers keep track of discussions. The platform identifies when and from what direction certain keywords were said and analyzes the quality of the discussion.,3,4,,2,2,5,2,,2,,1
5/5/2020 17:40,5/5/2020 17:58,0,165.124.85.108,100,1100,1,5/5/2020 17:58,R_1q88Jouz3nMpTY9,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,2,2,,3,,"sharing, building upon, combining, and respectfully critiquing ideas. Evenly distributing the work (if it's a group project)","making fun of other people's ideas, making someone else do all the work (if it's a group project)","respectfully suggest ways to make the collaboration better, e.g. by distributing the work more evenly","Since collaboration combines multiple people's thought processes, experiences, perspectives, etc., it can lead to unique solutions that it's hard to come up with on your own.",Find a study group of people who you get along well with but you can still get work done with (e.g. they won't distract you from your work),"more involvement in group projects so that we can combine ideas, especially because it's good preparation for the workplace where there's a lot of collaboration",n/a,0,0,143.723,0,"It helps teachers monitor class discussions for the purposes of better understanding the dynamics of group work, such as how well group members are getting along and points of confusion in the material covered. It also helps the teacher see which areas of the classroom are communicating the most.",4,4,I think it's a great idea for helping teachers better understand how the students are engaging with class material. The data should be kept private though unless all students gave their consent for their data to be used by anyone other than school faculty (e.g. for research).,2,3,3,2,,2,,1
5/5/2020 17:46,5/5/2020 18:01,0,107.133.15.250,100,930,1,5/5/2020 18:01,R_yVkMz1PvBQYpQqt,,,,,41.94500732,-87.79959869,anonymous,EN,1,1,4,2,,4,,"Quality work being done with differences being productively worked through, this means settling arguments peaceful and with no hard feelings ","Arguing and one sided discussion, also poor work being turned in that leads to bad results",try and establish a common ground and move from there. there is definitely a need to assess the situation and see what are the possible moves from there,I have been taught that different thinking styles are beneficial to creating a good quality team. ,I would tell them that in order to collaborate they need to understand everyone has different opinions and all are valid,"through doing, the actual practice of teamwork is more then any lesson plan could ever show you ",none,10.593,14.979,151.517,3,The purpose of the platform is to draw insights about classroom discussions occurring. It allows for a breakdown of said discussions into smaller analytical segments ,4,2,,4,2,4,1,visual interface ,2,,1
5/5/2020 17:39,5/5/2020 18:06,0,96.227.104.26,100,1598,1,5/5/2020 18:06,R_3qNGxUd4pHQM9kU,,,,,40.01370239,-75.22879791,anonymous,EN,1,1,3,2,,2,,A give and take. Guiding someone without giving them the answer. Asking questions.,"Giving answers, one-way street, no communication, no conversation          ","Hold them accountable in a respectful manner, don't be afraid to call someone out","accountability, leadership, communication                                                                                   ","make sure to have accountability, specify every person's role and what they will bring to the table from the jump","in team projects, experience is the best way                                                                   ",,0,0,120.537,0,The device demonstrates the collaboration within the group. It shows data on who is speaking. Also it shows keywords and the transcript.,4,4,,3,4,4,2,,2,,1
5/5/2020 18:04,5/5/2020 18:15,0,70.176.166.104,100,641,1,5/5/2020 18:15,R_3x8AE8EicKbJBdL,,,,,33.6013031,-111.8867035,anonymous,EN,1,1,1,2,,3,,Good collaboration is when each member of the group participates in thoughtful discussion and contributes to the project.,When the work is unevenly distributed and one person desires answers/help without returning any input.,"Honestly, I usually say the collaboration isn't helpful and will leave. If it is not beneficial to me I will work on my own.",Collaboration requires more than just one side of input. It requires the participation of everyone equally.,"Be willing to put in the work or others will recognize you are there to slow them down. Through all the projects I've seen this year, it is apparent when someone is not properly contributing and they will be kicked off the team. ",At a very young age. I think it would be beneficial if everyone was taught to equally work hard.,,0,0,62.57,0,It can track progress and offer a more complete view of collaboration on a project and how each member can help.,4,3,,2,3,3,1,answering questions,1,,1
5/5/2020 18:41,5/5/2020 18:54,0,98.226.241.6,100,805,1,5/5/2020 18:54,R_2pK3ZW2N7v2ktTt,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,4,3,,2,,"When members of the team work well together, are respectful of each other's opinions, and deliver decent work. ","Not being focused on the task at hand, not being able to finish an assignment/task to a desired quality, a team member being unreceptive to hearing from other members. Not having enough leadership/confidence to choose a direction and spending too much time on deliberating is also bad. Poor communication, indecisiveness, and lack of respect.","I usually just try to make the best of it, try to mitigate any conflict if there is any and hope it ends soon","I've been taught that collaborating is best learned through experience, that team dynamic is pretty integral to effective collaboration, and that some teams just ""don't collaborate well""",I think having a positive attitude and being respectful is 90% of the challenge of good collaboration. It is also important to try to remain focused and delegate tasks when possible. ,"Hands-on experience with a certain amount of guidance. It would be nice if someone without experience were placed on a team that collaborates effectively so that a student can learn directy by observing good practices. If conflict arises, it would be helpful to have omeone more experienced mitigate this to show how issues can be resolved. ",,41.807,107.335,139.921,3,"To capture the tone of a certain discussion, allow someone to play back and look at certain segments of a discussion",4,3,,2,2,3,2,,2,I would feel more self-conscious with video/image data being captured,1
5/5/2020 18:46,5/5/2020 19:04,0,72.79.49.122,100,1079,1,5/5/2020 19:04,R_2wt4uD1GkWLXwrb,,,,,40.73550415,-74.32530212,anonymous,EN,1,1,3,3,,2,,All collaborators contribute equal and significant value to the completion of work. The collaboration is amicable and productive.,"Collaborators add nothing of significant value and rely on others to complete work which they use to their own benefit. Collaboration is unproductive, or not amicable. The worst part of a bad collaboration is working with collaborators who are uncommunicative, during meetings or outside of meetings.","Engaging collaborators in a friendly manner will often elicit a positive response, both in terms of tone and output of work. Some collaborators work best when given tasks to complete or when asked questions directly rather than being expected to jump in.","Clear, consistent, and amicable communication among all group members is essential. Without this, the collaboration will fail.",Be accountable for your work and commitments; be communicative in meetings and also outside of meetings.,"Practice. I think collaboration would be a lot easier if collaboration skills were taught on their own, to everyone. For example, a mini course required of all students involving a series of small fun design activities with regularly rotating teams. Students would have the opportunity to practice collaboration with a variety of different people, but all being held to the same explicit standards with this being the main focus.",,0,0,162.619,0,"Helps groups learn about their work flow by organizing dialogue into categories. Categories can be used to compare time spent on questions/discussion/silence, to identify most discussed topics (keywords), or to identify what content is discussed (tone).",5,5,This data should not be saved. This would discourage me from speaking.,5,5,5,1,Uncertain... the idea of a device passively recording me is unpleasant.,2,,1
5/5/2020 19:03,5/5/2020 19:09,0,69.130.242.222,100,388,1,5/5/2020 19:09,R_3EKzZZBPMk98ovd,,,,,43.10299683,-89.50730133,anonymous,EN,1,1,1,3,,2,,Good communication and teamwork. Everyone is sharing ideas and things are being explained. Everyone has a voice. Psychological safety present,"One person dominating, ideas being shut-down, bad communication and overall toxic atmosphere","Lighten the mood, add creativity and try to bring things to a more positive direction. ",Making sure that everyone is participating and enjoying themselves. Collaboration is fun!,Be open to new ideas. Not everyone had the same HS experiences and may have been taught different methodologies.,Through collaboration. Learning hands on and experiencing is the best way to go!,,0,0,69.26,0,The data capture platform serves to better understand how students collaborate and communicate in the classroom. There's multiple settings on the platform that allow for different data points and measurements.,4,2,,4,2,4,2,,2,,1
5/5/2020 19:11,5/5/2020 19:24,0,103.197.107.214,100,740,1,5/5/2020 19:24,R_2Tw1Bzi2QYZuIyJ,,,,,11.55830383,104.9121094,anonymous,EN,1,1,1,2,,2,,Everyone has a voice. Everyone's on the same page. Stay focused and get things done.  ,"1 sole leader is trying to do everything by themselves, thinking that their opinions are better than that of others. ","Stay focused on the ending goal instead of the collaboration experiences. Sometimes, if I have a voice in the team, I call for a team meeting and seriously discuss the problem itself. ",Collaboration requires active listening and understanding from both sides. It also corresponds to good communication between members. ,Have a voice of your own but also listen to others. Discuss as a team the standards of collaboration in your future project. ,"Everyone has a voice equally, listening to each other. Everyone's sole purpose is to reach the ending goal. Help each other. Give feedback. ",,54.894,54.894,62.908,1,To voice record the discussion and it spits out the transcript of the whole discussion. For us to analyze the discussion we had. ,2,4,People might feel conscious during discussions due to this platform. ,4,3,4,1,"I guess a device that knows general questions to an assignment (e.g. deadline...). Sometimes, the teacher is busy or that you are scared, but you can ask the bot instead. ",2,,1
5/5/2020 19:37,5/5/2020 19:52,0,47.187.10.129,100,934,1,5/5/2020 19:52,R_1hFRlExaeNuQ0CF,,,,,32.94569397,-97.15470123,anonymous,EN,1,1,2,2,,3,,Good collaboration means that everybody involved is contributing something of value to the conversation or project. Everyone should also be able to counter other collaborators ideas with their own so that the best idea can be formed as a combination of everybody in the group’s. ,Bad collaboration can occur when one person is leading everybody else and gaining nothing from the other people in the discussion while the others are gaining all the work the leader has done for them. ,I deal with poor collaboration by assigning tasks to members of the group to complete before each meeting so that everybody has done work they can contribute at the meetings. ,I don’t think I have been taught anything about collaborating. I think everything I have learned has been from experience. ,I would say they shouldn’t be afraid to speak up when they have ideas or to ask questions. It is very important to share your ideas and also understand everything that is being shared. ,"I would want to learn how to collaborate through fun teamwork exercises, like DTC but much simpler and smaller scale. Something that could be completed in a couple of hours. ",,5.425,159.898,161.279,6,The purpose of the platform is to allow professors to quickly gain insight to what is happening during group discussions in their classes. It can serve to improve professors abilities to target issues within their class and keep groups on track. It can also help with conflict resolution when the transcript can be viewed or listened to. ,3,4,,4,3,5,1,Connecting groups computers with a shared workspace/whiteboard ,2,,1
5/5/2020 17:34,5/5/2020 20:10,0,172.58.140.104,100,9392,1,5/5/2020 20:10,R_2ZNCdjcEiYAjUWn,,,,,41.94569397,-87.73930359,anonymous,EN,1,1,3,2,,2,,A good collaboration is being able to get an even distribution of work with good communication ,A characteristic of a bad collaboration is when some people in the group always end up doing more than others,I deal with poor collaboration by confronting team mates with the situation and work to find a solution that meets team members needs,Some things I've been taught about collaboration and collaborating with others is to communicate first before bring the issue to professors. ,Advice I'd give to a high school student about how to collaborate most effectively in college is to delegate work and hold yourself and others accountable for that work. ,"In general, team building and bonding activities give people a sense of closeness and community, which helps increase people's need to feel responsible and accountable for their work",NA,1.735,5421.722,5424.576,16,"The data capture platform is used to track discussion sections by capture what was said and tracking the discussion. The platform does this by capturing keywords, silence and emotional tones to help better search for information",3,4,,3,2,3,2,,2,,1
5/5/2020 20:07,5/5/2020 20:23,0,174.87.226.49,100,930,1,5/5/2020 20:23,R_2EDX1tiL66lAL2Y,,,,,39.498703,-119.8202057,anonymous,EN,1,1,1,2,,3,,I would describe good collaboration as working on a class or activity with another person and everybody understands and contributes to the work,I would describe bad collaboration as working on a class or activity with another person and not everybody understands or contributes to the work,If I have a poor collaboration experience with somebody I probably will be hesitant to ever work with them again,I've been taught that people have different strengths and weaknesses and it's good to try and bring out strengths and try to improve weaknesses.,I would tell them to make friends in their classes that they can learn and collaborate with,I think collaboration is something people should be taught in elementary and middle school.,N/A,0,0,144.664,0,"The purpose is to facilitate collaborative learning in the classroom. It has multiple features that students can use to learn better. This includes key word finders, recording devices, and more.",3,1,,2,1,4,2,,2,,1
5/5/2020 22:06,5/5/2020 22:21,0,207.229.146.28,100,887,1,5/5/2020 22:21,R_1CdoqPkHXo7nPP0,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,1,2,,3,,"Good collaboration involves good communication, so listening and not overspeaking. It also involves sharing, so not letting one person do all the work. Open-mindedness is also important. ","Bad collaboration often doesn't have good communication, maybe someone doesn't listen to others, people talk over one another. It is also bad when one person is doing all the work.","First I would try to talk to the person about what is not working and see if it improves. Then, if it is a chosen collaboration, I would probably choose not to work that person again. If it is assigned, I would talk to the professor.","I've been taught communication skills, how to be a good listener, and ways to have an open mind. ","I would tell them to work hard at communicating, it's hard but worth it. I would also emphasize that it is important to listen and have an open mind. There's no reason to just shut someone down right away, hear them out and think about what they are saying.","I would want kids to start collaborating at a young age and to be given information on how to collaborate well, and ways they can improve, so that it becomes inherent. ",,0,0,151.948,0,The platform captures discussions and let's you analyze what happened and when.,4,2,,4,1,4,2,,2,,1
