ResponseId,Q19,Q51,Q52,Q57,Q55,Q58,Q59
R_8llfFP0zBbVpmJr,This is an interesting tool that can be used to provide feedback on the efficacy of collaboration. This feed back can then be used to inform collaborators on how to communicate more effectively. ,Were they actively thinking and trying to understand the contributions of their group members? ,Was each member contributing ideas? Were the ideas questioned and discussed amongst the group?,Does it seem like each member is contributing near equally. ,"if there is an unequal contribution, I would use this to check in and see if members had questions given lesser contribution to the conversation.",Do the collaboration members feel they contributed enough or too much? Do they feel they had the knowledge and preparation to contribute?,"It is important to be up to speed on information to collaborate effectively. If someone had a hard time contributing, potentially there is more they want to do to prepare to work with others and come with written ideas and questions. "
R_2ALvfitIhnaXswW,The purpose of the video is to propose a new app that is being developed to increase efficiency of listening to lecture. The app transcribes and evaluate the data to help see which parts of the lecture was important.,How willing the person is to brainstorm the problem. How willing the person is to go above and beyond to solve the problem.,How efficient we are solving the problems. How much more I am learning from being part of the group.,,,,
R_5nE0ohI7TaZyyC5,"It generate the word from the audio. It provide the information about the works, the tones, score, e.t.c. ",How often a people participate in their conversation. Can be less talk but at least provide some thing. Also the actual work.,How many times the group meet or have continuos conversation. Are they divide the work in a good way?,Work distribution and integration. Conversation content. Frequency of conversation. Aslo the work it self.,"I would first evaluate if the work distribution is reason. If not, why? I would know how frequent people have a talk and what is the talk about.","If there is anyone in the group know the entire work(i.e, the whole process) and know other's work.",I would ask if anyone know other peers contribution and the understanding about the team project.
R_2bJCH6co7hdQzZ5,I think this data capture platform is a way to monitor the state of a collaboration in real time. It gives the facilitator an indication of what's going well and what's not.,Maybe have some kind of way to document who contributed what.,I guess it would be important to know how easily replaced any person's work would be. Poor work could be easily replaced.,I don't know how to answer this question.,,,
R_Zh6Tk8tw3S5ZXBT,"The purpose of the platform was to provide teams with a way of monitoring their discussions. For instance by using a microphone the platform is able to capture audio live from the discussion. This audio is then transcribed and reveals useful information that it tracks such as emotional tone, analytical thinking, etc. ",How often did they attend collaboration sessions. How communicative are they through whatever platform the team chose to use.,How work is being handled by the group. General morale of the group at a certain time.,A log of who has talked or contributed to a session so far.,Emphasize the importance of everybody participating and trying to bring in those who have participated less into the collaboration.,How everybody felt after the collaboration session.,Use it to gage if collaboration sessions are being conducted properly and see if there are certain things that could be addressed so that future sessions are better.
R_1eWOadYsuPNFA89,The data capture platform allows input from microphones.  This is analyzed for keywords using AI.  It can then be analyzed after a collaboration.,It is helpful to see which groupmates did what percent of a given assignment or project in a collaboration.,It would be helpful to see what percent of a groupmate's contributions are done correctly or are made of factual content.,It could be interesting to see how much each person has talked in real-time during a collaboration.,I would use this to see which groupmates have been participating the least.,I would like to see the percentage that each person contributed.,I would use this information to suggest who should work more in the next collaboration.
R_2QQb2qZnDupY8on,Computer Science is an important field to work in. Collaboration in computer science is just as important as communicating in computer science. ,Information such as communicating and thecnical information are imporatnt pioeces of inmfromation ,Information such as commnication and being able to communicate with people is important. ,Collaboratin is difficult when theres no group to collaborate with. Real time collaboiration happens in workplaces. ,Real time inoframtion should given in real time and communication is important . ,Communication is important and is required in order to collaborate with others. Communication is not as simple as people make it to be. ,"Information in post hoc is also difficult to communicate, since not many people are communicative that well. "
R_10JhWQh64h9XaPd,The data capture platform can measure the direction of a discussion using audio capture. The data capture platform can generate keyword lists from a discussion.,"I would need to know how they've contributed to deliverables, the compromises they made with other group members to coordinate schedules, the way they've communicated with their group.","It would be nice to see how the group reacts to insights from individual group members, and how the group either builds/acts on their ideas or finds a way to suggest other ideas.","I would like to see people's body language, expressions, and comments in responses to their peers in real time.",This information taken together provides a good measure of the group dynamic and any potential tension between group members. ,I don't think I quite understand the question but after the collaboration I would like to see that the group members are comfortable with each other as well as the deliverable they've worked together to complete.,I would probably use this information to make statements about what drove the success or failure of the group in completing whatever they were aiming to complete.
R_ac2WakKqAtuvC2B,This data capture platform serves to increase the efficiency in collaborative learning. The platform allows users to effectively plan out a meeting in advance and even during the actual collaboration.,"It would definitely be the amount of actual contribution of the individual. In my opinion, time commitment does not matter as long as the individual is doing his/her task with in the deadline.","That would be the relative time it takes for the group to finish a task. If group A had to spend an hour for a paper and group B spent 3 hours, group 3 did not spend quality time. ",,,,
R_2RaDT1IZY4mCEVC,"The purpose of the platform in the video is to provide real-time analytics of a discussion on the platform. Each individual participant is given metrics on their participation time, as well as the qualities of their contribution such as confusion or emotional tone.","It would be useful to get input of how long they're talking for, their tone (receptiveness to ideas), and their question/response ratio.","It would be useful to get the total time spent talking, if there's overlapping talking (people talking over each other), and how often each person is contributing.","In real time, I'd like to see who's talking at a given time and for how long, as well as the volume, and overlapping talking.",I would use this real-time information to determine if it seems like one person may be talking for longer than others or not as much.,"After the collaboration, I'd like to see the percentage of talking contribution (how much each person talked) as well as the talking to silence ratio.",I would use this post-hoc information to see who needs to contribute more in the group.
R_33pxfV5Q06nX3Ra,It visualized the captured data on the platform and able to somehow abstract away the data collecting process.,"check github contribution or give out survey to each members in the group to have a seperate evaluation. What's more, if there is any doubt, it is strongly suggested to have ""work evidence"" and submit those at the end of the project.","Paper work, submission records, meeting records, github contribution frequency and contents, survey results from team mates",it is hard to define because we all have bias through the "quality". But I would say its about the feedback given between the team members.,"I would use it to improve myself, make the collaboration better next time. For example, I will read the feedback and to see which part I need to improve.","I would like to see feedback report, peer evaluations and project evaluation after the collaboration.","I will use the report to check whether I am a good collaborator, use peer evaluations to check where exactly I need to do better and the project evaluation indicates how's the checmial reaction between our team work."
R_RIxJuNXuj2BJcAN,The app gives discussion facilitators real-time insights into student groups which enhances collaboration. You can use Respeakers to start discussions based on key words.,How much time they spent on the tasks; what alternatives they considered; how did they arrive at the solution,Were deliverables met? How was the work flow in the team? Did everybody feel included?,How is the work flow in the team? Does everybody feel included? Do arguments escalate?,This information would be useful because it would point to the root cause of the issue.,Keeping in touch? Post-project feedback and reflections; whether or not our deliverables were successful,I would use it to reflect on my performance and do better for the next projects
R_2urD5tIwYUiOj20,"I believe the data captured is useful to understand how the team members are communicating with each other. In the case that there is too much negativity or harsh words that are being said in a group, it would be great to quickly understand what is going on and whether everyone in that group is comfortable with that is being said",I would need to know that an individual is focusing on the something that no one else in their group is focusing on. ,"I would need to know the strengths of everyone, in the hopes that everyone in the group has a unique strength different from the others in the same group. I believe it isn't much helpful to have people with the same strengths collaborate together.","I am not sure that what I would like to see for collaboration quality would be able to be seen in realtime, but if I have to say something, then maybe the time each individual is putting into collaborating on a project can be tracked and publicized for everyone to see","This information should at the very least show the people making the best efforts in collaborating. A good observation would be witnessing similar times of collaboration efforts. Obviously, if someone is putting way less time into collaborating, then they can be called out to do better",I would like to see the end results of whatever each individual was working on.,"It would be great to analyze the time each individual put in, and the end results of the work they were doing"
R_3fNnPoyvKZVtFNx,"The platform describes seems to primarily be used to record discussions in a group and then allow one to analyze the discussion. Various details can be assessed like searching for keywords, the amount of questions being asked/answered, the amount of silence, etc.",Communication of the work they have done would be a clear indicator of their contribution.,"At a group level, an updatable planning document that clearly shows the progress done on the collaboration would be useful.",Asking questions to other team members or for them to review the work they've done is a good indicator of work being done and efforts to increase the collaboration. ,I would use this as an indication of quality collaboration and respond to the requests given.,"After the collaboration, I would like to see that each team member has a better understanding of the principles relating to the subject of collaboration. The quality of the result of the collaboration should also reflect this. ","I would likely evaluate my own performance in the collaboration from how much I learned from it. Additionally, if I collaborate with the same teammates in the future, I would keep in mind their understanding of the topic and strengths."
R_2wTvWSVzRf2l6lc,The data capture platform captures real time data about the discussion. It can track the frequency of certain words and also track the emotional tone the conversation is moving in.,"time spent, quantity & quality of work done, commitment level",how well everyone got along,"time spent working together, frequency of communication ",to determine how well people got along,the level of satisfaction about the final product ,to determine whether the time/effort they put in is in par with their satisfaction toward the final product 
R_bCQExzbn4EOeIzD,I t was a voice recording tool. it was used to search for keywords in a discussion and attempt to track collaboration. ,I Think evaluating someone's participation in a collaborative environment is counterintuitive and will almost always lead to more competition and less collaboration. ,I think evaluating a groups collaboration is best done by asking if they were able to adequately complete the task. ,Number of interruptions. ,I htink if a person is inturupting others often then they are decreasing collaboration and should be warned or removed. ,number of total ideas pursued or brought up and by whom. ,To judge if many people tried to participate. 
R_XAqygvve3rpcbUR,"I understand the intent behind monitoring and classifying group discussion, but I really don’t believe this will be helpful. I imagine that this would just make group mates afraid to interact genuinely and hamper communications instead of aiding them.","How much time was put into the group work, for one. If there is a specific task an individual has, it would be important to know to what extent it was completed.","The quality of the final product, the cohesion between all of the different parts, the completeness of the collaboration, and the ability of any group mate to explain what the project as a whole is about. ","I‚Äôd like to see what other people are working on, what they‚Äôre struggling with, as well as progress updates.","The progress updates would just be for my peace of mind to know that the project will eventually come together, and to inform my own timing. I‚Äôd want to know what they‚Äôre struggling with to know if I could help somehow.",Maybe how we could have done parts of the collaboration better. I‚Äôd also like to know how whatever project is was was received in the community.,This information would exist mostly just to evaluate how well the collaboration went to inform future decisions of whether I‚Äôd want to work with the same people in the future.
R_2pQN7Q9gVCaVhbr,The purpose of the platform is to make the group work more effectively. And it helps the group members.,You could check their attendance of the group meeting. And check whether they finish their work,Whether all the members can attend the group meeting and communicate effectively.,See other people's reaction and check whether they understand the work that they should do.,"If they don't understand based on their reaction, you can teach them how to do their work","To make the collaboration more effective, you should see whether other people understand their work.","After you check whether other people understand their work. If they don't, you can teach them."
R_3MKAflZcpSSyd89,"The data capture platform described in the video aims to give insights (information) about group discussions through the use of Machine Learning. The application records the discussion, and based on given keywords, calculates metrics such as emotional tone, analytic thinking, etc. This app can be used to understand how collaborations/discussions have progressed.",Information such as how much time they've spent on the collaborative effort outside of the collaboration time.,Amount of work getting done,Focus levels of collaborators.,"I would use this to keep track of who's collaborating as they should to the collaborative effort, and if someone isn't focusing on the task, I could warn them to get back on task.",Time spent focused on the task and amount of work done.,I would use this information to tweak the methods of collaboration to maximize work efficiency.
R_1FG4b47aE6RGm16,"The purpose of the platform is to gather audio data from a collaboration to understand the quality of the collaboration. The data can be used to know different aspects that worked well or fell flat (analytical thinking, clout).","Knowing how the others in the group feel about their contributions would be very helpful, along with knowing the time they spent in comparison with others.","Again, feedback from the different members is the most important piece of information. Additionally, being able to see the performance of the group members before and after collaboration.","Time spent working by each person would be useful in real-time, along with engagement level and knowledge retention if that can be measured in some way.","It would be useful to know which group members are actually benefiting from the collaboration, and which members either aren't doing anything or need a different group/different process for learning.","Useful information would be measures of the different students' academic performance on graded subjects, or drive to keep learning and collaborating with other people.","This would be used to know which students need some sort of change in how they work. If collaboration isn't yielding better results in some way, they would need something new."
R_3oNH2IC3958odE0,,,,,,,
R_2V88ZG2gswS5EiZ,The data platform provides extremely useful collaboration statistics such as discussion direction.  This ensures that group work time is spent productively and time isn't wasted as much.  ,effort and openness,"schedules, background knowledge",effort trackers,help manage workloads and ensure equal participation,what everyone thought about others' effort,help analyze why people would do more / less work in collaboration and provide further context
R_3lKf1UBRoizaINT,The data platform can be used to analyze collaboration sessions and provide feedback on areas of strength and areas of growth. This can allow people participating in the collaboration session to reflect on the session and potential changes. That way they can better grow and improve and have more meaningful sessions in future. ,"If they don't overshadow everyone else, they have unique ideas, they say things, etc. But I don't really judge people all that much/harshly","Diversity and creativity of ideas, everyone being happy and feeling heard and valued. ","I'm not entirely sure. Maybe people giving their opinions on how things are going and answering whether they feel heard, etc. ",I'm not entirely sure. ,Debriefs on how people felt things went. ,You could analyze and compare them I suppose. I'm not completely sure. 
R_25vJJi3971yVOXF,It is a data capture dashboard that performs audio analysis of conversations for educational and work,,,,,,
R_2eWQYbCNzRswCX6,It is supposed to help chemistry students learn. It tracks learning insights. ,"Work done, difficulty for that work, time spent ",I don't know ,I don't know ,I don't know ,Nothing ,I don't know 
R_3fPG3wtQZ2bCksb,I am not sure. I watched the video but I was still kind of confused about what the point of it is. ,I do not think that there is an amazing way to measure it. If someone is not doing work sometimes they have reasons and do it at different times. I do not know how to best judge someone. ,What people are doing what parts of the project. And who is organizing everything because organizing all of the work is one of the hardest parts of being in a group ,I do not really care. I will know because I am doing the work with them and will be able to see what they are doing. If they do not want to work that is a problem with me and then and not the teacher until it becaumes too loarge of a problem . ,I would not use it. I would not use it. I would not use it. I would not use it. I would not use it. I would not use it. ,"Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, ",I would not use it. I do not know why there are so many questions about this. 
R_3NIMterHNvrAArg,"The platform helps with understanding the contents of a discussion, split by discussions, questions, and silence. It allows for discussion moderators to better understand the discussions of groups ",How well other members of the groups understood or processed the information that individual shared.,Overall group dynamic and success,,,,
R_3NPy5BZCYqrxS5k,It is used to provide instructors with real time insight into each group. It's main overall purpose is to help improve collaboration among students.,It would be useful to know what they contributed and the efforts they made in completing that task if it hasn't been completed. Often times a task may not be completed by there was a lot of effort put into trying to figure out what the issue was,,,,,
R_3qfIC3PFxrHc3fQ,"I can see how this can be potentially useful in measuring real time info. But at the same time, I feel that this increases pressure among teammates",How much effort they put in a certain assignment. How responsive they are to messages and feedback.,A time table that measures the progress of people's work during the project timeline,"Honestly, I have no clue by this question. This is a bit too vague for me.",I'm not really sure what I would use with the real-time information,I would want to see the performance of team members compared to other people.,"Perhaps, we can use this to identify potential issues or flaws that needs to be corrected or fixed."
R_26g1gmzUSabC1Dy,The platform monitors discussions in group collaborations and uses machine learning to describe what direction the conversation is going in using keywords. This allows a teacher to see how well the group is performing and what direction their discussion is going in. It also captures the tone of the conversations.,Information that would be useful to me for evaluating an individual's contributions would be to see how much work they have contributed and that they have been present at the team meetings.,Information that would be useful to me for evaluating collaboration quality at a group level would be to see what kind of grade the group received or if they achieved their outlined goals,If the goals that have been outlined are being accomplished at the pace that the group hoped for. ,If the information points to the group not performing well then I could use this info to figure out ways to improve the performance of the group.,I would like to see how much time was spent trying to convince the other group members of a specific idea or path to take.,To see if there is ways to pair up people in a more efficient manner so that less time is wasted with groups that include individuals that want things done their way and are not willing to compromise.
R_ueVpBfIgsnNePZL,"The data capture platform described in the video provides results for collaboration among peers, in different segments and in real-time.",peer reviews,peer reviews,"peer reviews, summary of work completed",to understand if there is equal balance of roles and work,peer reviews,to understand what went well/what could be improved
R_2gV0DrrqG5aAZ8Z,"I definitely find it a little creepy, not sure how I would feel being recorded during a discussion.",Are they actually participating and helpting,Did we get work done                                                                          ,,,,
R_eqtQ53V9eIhqsyl,"The data capture platform intends to capture data about the collaboration quality of various members of a collaborating group. It segments data into analyzable sections such as emotional, clout, etc.","If it is a problem set for example, how many questions each participant took the lead in answering.",Evaluating if it's just one person doing most of the work or if everyone is contributing equally.,"Edit history (if some sort of paper), or signatures under problems that each person took the lead in solving (for a problem set).",It would be manually evaluated to analyze the collaboration quality.,Each person providing an anonymous evaluation of their contributions and others.,You would cross evaluate the evaluations to determine each party's level of contribution.
R_WwXcEhguM2LhrVv,"The purpose of this data is to give teachers clearer insight into the discussions that their students are having, with the directionality of the conversation, the emotional tone, etc.",Some ideas are tracking document changes and the amount of time spent talking.,"I think seeing the rate of document changes and time spent talking per member, and making sure that they are more or less equal. ",I'd like to see tracking document changes and the amount of time spent talking.,I'd use this information to help out group members in either being more assertive or giving others more space to talk. ,"I'd probably like to see the same kinds of information before and after, with maybe some input as to who contributed the most on-task items.","I'm honestly not sure, but probably similar to how I'd use the real time colalboration. "
R_YWXRUalNtSgBPVf,"The data capture platform records and transcribes discussions and creates an analysis of the discussion. It tracks keywords, timelines, moods, and other metrics of the discussion.",,,,,,
R_1g75BW8yTM8wDjZ,"Seem really cool, provides data points about what people are saying and detects keywords, also records how long people are talking for and when they fslk","How much you hear or see them contributing, maybe marking what parts of a project they did",The level of conversation being had and also the relevancy of that conversatjon,Audio visual cues ‚Äî conversation and peoples expressions,"I feel like this is pretty self explanatory- if it‚Äôs loud you know they‚Äôre talking, if people look unhappy they‚Äôre probably not communicating well",Maybe an exit survey or something like that to evaluate ,"Again, pretty self explanatory ‚Äî people can rate their experience"
R_248eKFTicOaRo1Q,The platform observes a collaborative discussion by listening. It provides data to analyze the discussion in both real-time and post settings.,Noting which participants contributed to each part of a project. Peer reviews as well.,A summary of work written by the group as a whole. Individual evaluations of group performance produced by each participant.,"Data to help gauge conversation, such as number of words spoken or number of individuals involved in the current discussion.",I would use it to find collaborative groups that are struggling and step in to mediate.,Each participant should write down one thing that could have or should have gone better.,Present it anonymously to the group before their next meeting time.
R_UaPi8yjwuuflGIF,"The functionality of the data capture platform shows where the audio of a contribution to collaboration is from, some key words used, and categorizes contributions.",How much time they spent working on their portion of the project and the overall impact of their contribution.,"How roles were allocated, what each person contributed, and how the group synthesized a cohesive project from each member's contribution.",I'm not sure what this question is actually asking. I think having real-time collaboration quality may undermine student privacy.,Still unsure on this question.,What each member contributed to on the project.,"If I were less knowledgeable on a certain part of the project compared to the whole after the project's completion, I may ask this group member some clarifying questions."
R_1P100Lhdn3UpqTU,The purpose of the data capture platform is to capture the data of collaborative efforts ,"In pair programming, how much time someone spends doing the programming and how much they're able to get done maybe.",How much a group gets done at the end and how much each individual steps away with ,,,,
R_1d07HuVyZkdX2mY,Capture key words on the dialogue of a session. Figure out points of disagreement. Keep a record of quality of collaboration for evaluation.,significant lines of code,ranking among other collaborations,Survey based sentiment analysis,Read in my leisure for enlightenment,Final projects,Understand my ranking amongst the larger group
R_2ZEPQ73TcfAZkOu,"The goal is to analytically look at how collaboration works.  To do this, the tool looks at a transcript to determine things like keywords and tone and provide a neat summary to whoever might care to look at it.","Perhaps amount of time worked, or volume of work produced if this is measurable.","Whether people get in each others' way or have to pick up other people's slack, as well as whether the group can meet the standards set before them.","What work everyone is focused on, and how it relates to the larger picture.","It'd allow one to ask others for help if they aren't busy, or to communicate based on how related a given project is.","I'm not sure what this means, but I'd presume how everyone felt it went compared with whether everything that was set as a goal was actually accomplished.","Hopefully, to improve the group for the future, reminds me a bit of the post-sprint analysis of agile."
R_1QQ3QRH9RWiUhGN,To accurately understand the dynamic of group collaboration.                                                                        ,"To see what they are actually able to accomplish, but also to understand their role in the group.",Communication channels and whether or not all members of the group understand the assignment in the same way.,Progress of a project and blockers that members are facing prohibiting them from completing their tasks.,Progress allows someone to understand how far along the process is and to create an accurate and updated timeline for the group.  Identifying blockers can help an individual reach out to others to seek a solution.,A rundown of what went well and what could be improved for the next information.,For iteration.                                                                                                                  
R_UZ2lYuHgv2tKOfT,The data capture platform is used to listen to conversations. This data will be ysed to analyse collaboration,"How much do they know about the topic, and how much do they contribute.",Does everyone know about the topic? and does everyone add to the discussion?,Who is not contributing to the collaboration and how can we fix that?,Look at our collaboration and find a way to use the information to improve our working.,How was the quality of collaboration overall. Maybe something that grading can be based on.,For grading and just for general knowledge. For insight on future collaboration.
R_tDPTNGUN6lhUNFv,"The purpose of this platform is to analyze discussions and use machine learning tools to identify words in discussions that could imply whether collaboration is going well. For instance, the platform identifies words relating to emotional tone and other aspects of collaboration. ","Information such as how much time they have spent on the task per day or per week, as well as how well their executable turned out. ","Information such as evaluations on an individual person from each member of the group, as well as from the instructor. ",I would like to see calendars or charts that lay out what group member should work on which task and when it is due.,I would use this real-time information to see if my group remains on task to succeed in our project.,I would like to see feedback from each member of the group as well as the instructor and any clients/people who have been affected by this work to determine if our collaboration efforts were good.,I would use this information as a lesson to future groups on how they should structure their collaboration time because this information would gauge how collaboration tactics influenced the final result.
R_2V4uk4Yi9PGGJc8,It analyzes discussions using machine learning and gives out potential insights about how discussions went.,Give us hints and suggestions instead of a good bad metrics. ,"Communication frequency, group ""mood""",,,,
R_2ASFLcz2aS6rTga,1. It describes the type of conversation you are having2. it keeps track of the time,"I guessed just knowing them is enough, if they are my friends it becomes hard to grade them badly",A grade rubric that covers what we should evaluate their collaborations on ,None,I don't know,None,I don't know
R_1IBpEdI4OZbwVuk,The platform uses machine learning and records voice transcripts about collaboration. It displays information real time about a groups collaboration and how to better it..,Hmm... Not sure. A survey of other team teams asking for each others contributions?,Hmm... Not sure. A survey of other team teams asking for each others contributions?,Hmm... Not sure. A survey of other team teams asking for each others contributions?,To evaluate the groups strengths and weaknesses and where people need to focus more time.,Hmm... Not sure. A survey of other team teams asking for each others contributions?,To evaluate the groups strengths and weaknesses and where people need to focus more time.
R_VPjpX3S0H2ZHRnz,The purpose of the platform is to monitor and provide insights about a discussion. The main functionalities are that it allows you to record and replay your discussion while also giving you different categories that describe the traits of your discussion.,"You can evaluate how often they speak, body language during physical meetings, and also how much material work they produced. ","It would be useful to see how organized the project is going, and how coordinated everyone is. ",Not too sure to be honest.,Not sure,Not sure. ,Not sure.
R_3RvyZHqQRC7kj1Q,The data capture platform serves to provide feedback on the progress of a collaborative discussion. The platform analyzes the audio of the discussion to determine when questions are being asked as well as the tone of the participants throughout the discussion.,Logging smaller deliverables and the level of contribution each individual participant made.,Logging smaller deliverables and the level of contribution each individual participant made.,Each participants perspective on the collaboration would be helpful to see in real-time,I would use this information to provide feedback to the group as a whole and each individual.,I would like to see the distribution of work and overall progress of participant perspectives.,I would use this information to provide feedback to the group as a whole and each individual.
R_1K1IOoryvpBwqhc,"The platform uses machine learning and information about collaboration to help give a discussion facilitator insight into the collaboration going on within a group. This can be useful for educational purposes, for example between a teacher and groups of students. ",How much time was spent by each individual in the group on the contributions to the group.,Seeing the level of discussion going on while the collaboration is taking place. ,Seeing the level of discussion going on while the collaboration is taking place.       ,I would decide if the level of discussion going on is productive or has nothing to do with the group work.,I would want to see the actual work that the group produced.                             ,"If the level of discussion by each individual and the work produced was good, I would conclude that the collaboration and been adequate. "
R_3O7lKBBmrImSEca,You can use the timeline and data collection to track keyword in a discussion. This can be viewed in real time or afterwards,A table showing what everyone is working on would make clear what each person's contributions are.,I think having an efficiency metric like work done/hour would be helpful.,"Something showing how focused the discussion is. If things are starting to veer away from the original goal, then you can be alerted.",A group could use it as a warning sign that the conversation could be getting off track,I think the efficiency metric would be helpful so collaborators can figure out the right setting and time to be most efficient.,"Potentially you thought there was a productive meeting, but in reality you can see that not as much work could have been done."
R_Un02eH9m0TZTBfj,The platform would monitor the groups discussion to determine the tone and key aspects of the discussion. These key aspects would determine the environment and quality of the group collaboration.,seeing the work they contributed and also what the other teammates thought of the participants work and the effort they put in.,I would like to see the project in total to look at the quality of the work and also sit in and observe the group dynamic and how they work together.,I would like to see how these participants interact with each other and what roles they play,I would apply these observations to the final judgement of the quality of the collaboration,Input from the other participants,To judge the actual dynamics and the feelings about the collaboration
R_1QaxjUrAjDai1Cw,"The purpose of this platform is to help deeper engagement and learning among students when it comes to learning. A feature to do this is tracking discussion data (which includes recording, transcript, and duration) to see how effective discussions were and what could be improved to enhance the next discussion meeting","How much effort / time they're willing to put in (quality of effort over end result), willingness to be open-minded and help others",How involved is everybody and how are the group dynamics (ex: is it good working environment or is there a lot of tension between members due to some conflicts),How content people are within the group and the progress that the group is making towards a task/goal,"Based on this info, we can probably see how effective the group is and what needs to be changed because if there are multiple people unhappy at a given moment, that could mean that there is an underlying conflict, and it's impoortant to sort those out for efficiency.",What was the collaboration's end goal and were people able to achieve their goal / what they wanted,"I would use this information to determine whether a group was successful or not in terms of communication, etc"
R_1Cat0Z54BNN5hK1,The platform collects and records data from the collaboration session and uses it to find patterns and create graphs. The recordings are used to make transcripts for use later.,"The amount of work done can be evaluated, the ideas they come up with, the comments, etc.",External evaluation like grades tends to be a good showcase of the quality of the group's work and collaboration.,"I would like consistent feedback on how the group is doing, how people are feeling working with each other, things like that.","If the group is not feeling productive, I would want to change that so we are doing and feeling better.",I want to see a timeline of times that were most productive and times that were low.,I would use it to see when times are unproductive and find out what was going on at those times.
R_12ruOKFeeogbiTH,helps students to go back to certain points during the discussion. Provides transcript of what was said. ,whether how engaged they are within collaborative group and if they are putting in effort,Seeing how much work was completed during that session and how satisfied each member was,Have reflections on each individual where you can be called out on if you were not being respectful to group members ,Group members are able to learn from their mistakes and become better prepared for the next meeting ready to learn,The main points of the discussion  would be helpful so the users are able to quickly refresh themselves on what happened during that meeting,Give students a way to be a better teammate in the group and help to better respect others
R_2ayPKNU98iRIeC7,The purpose and functionality of the data capture platform described in the video is to analyze the audio of conversations recorded by different devices.,"Information that would be useful for evaluating an individual participant's contributions to a collaborative group include statistics such as commits to a repository, amount of text written, and impressions of their work from other participants.","For collaboration quality at a group level, a standard or comparison to other groups performing a similar task may be useful in evaluating overall quality of the collaboration results.",Some collaboration-quality information I would like to see in real-time include indicators when people are working together or a meter that could gauge the feelings of collaboration of the participants.,I would use this real-time information to measure the collaboration and intervene if it indicated poor collaboration.,I would like to see information that describes the overall results of the collaborations and areas that could be improved for individual participants.,I would use this post-hoc information to improve the collaboration of individual participants for future collaboration opportunities.
R_2TBmknQlgiQXgOH,this device analyzes the discussion of a group of students as it is happening and allows the discussion to be analyzed. it captures the tone and makes note of the topics being discussed and allows easy access to review the discussion,time spent working and helping others in the group,ability for all members in the group to explain all parts of a project,a lot of discussion of ideas and steps to take,find who isnt talking as much or isnt as focused and try to engage them more,a well put together project that everyone obviously had a part in,check to see if the goal was accomplished and if each group member has a good understanding of the steps taken
R_3HzxEAxwDHkF99h,The device is used to facilitate discussion in a classroom. It can transcript and add data in real time.,What parts of the project did the individual participant contribute to.,Figuring out if the goal of the group is being achieved efficiently and effectively.,Surveys or other anonymous methods of data collection as peer feedback.,To try and facilitate further collaboration between members.,The results of the goal that the group was trying to achieve. ,To determine how successful the collaboration was and what could be changed
R_3PYuS7TBdDocv4u,The data capture platform wants to aid the process of collaborative learning.,The previous work they had completed.,Looking at the work they completed together.,The input that everyone adds while collaborating.,See whether or not I would collaborate with the same people in the future.,Looking at the work they completed together.,See whether or not I would collaborate with the same people in the future.
R_1LGpV5IzSAyG5F6,It is a tool to help track collaboration for chemistry students. It provides real time collaboration data.,It would be useful to know their time spent and work done.,It would be useful to know ways of communication and hours spent together. ,I would like to see progress.,I would use this to judge the groups respect for the work.,I would like to see appreciation and communication.,I would use this to see if I would work with them again.
R_1Ks9htLLxjSHAct,IdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdk,weekly working time; contribution of lines of code or documentation. How frequently he/she shouw up in the group meeting,whether the work is done by few people or every one contributes equallly,IdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdk,IdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdk,IdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdk,IdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdkIdk
